pl_name,discoverymethod,pl_controv_flag,pl_orbsmax,pl_msinie,pl_dens,pl_orbeccen,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens
CoRoT-25 b,Transit,0,0.057800,,0.15000,0.000000,6040.00,1.19,1.09,-0.010,,4.31,4.500,
CoRoT-26 b,Transit,0,0.052500,,0.36000,0.410000,5590.00,1.79,1.09,0.010,,,8.600,
CoRoT-26 b,Transit,0,0.052600,,0.28000,0.000000,5590.00,1.79,1.09,0.010,,3.99,8.600,
CoRoT-27 b,Transit,0,0.047600,,12.60000,0.065000,5900.00,1.08,1.05,-0.100,,4.40,4.210,1.2400
CoRoT-27 b,Transit,0,0.046700,,12.50000,0.034000,5900.00,1.08,1.05,0.100,,,4.200,
CoRoT-28 b,Transit,0,0.059000,,0.68000,0.071000,5150.00,1.78,1.01,0.150,,,12.000,
CoRoT-28 b,Transit,0,0.060300,,0.69000,0.047000,5150.00,1.78,1.01,0.150,,3.60,12.000,0.2700
CoRoT-29 b,Transit,0,,,,,5268.00,1.08,0.90,,-0.094,4.33,,1.0151
CoRoT-29 b,Transit,0,0.038600,,1.45000,0.082000,5260.00,0.90,0.97,0.200,,4.30,4.500,1.8250
CoRoT-29 b,Transit,0,0.039000,,1.44000,0.120000,5260.00,0.90,0.97,0.200,,,4.000,
CoRoT-3 b,Transit,0,0.057830,,24.50000,,6740.00,1.57,1.40,-0.020,,4.19,1.500,0.5060
CoRoT-3 b,Transit,0,,,26.40000,0.000000,6740.00,1.56,1.37,,,4.22,2.200,
CoRoT-3 b,Transit,0,0.056940,,,0.008000,,1.54,1.36,,,,,0.5240
CoRoT-3 b,Transit,0,0.057400,,25.90000,0.016000,6740.00,1.56,1.37,0.020,,,2.200,
CoRoT-3 b,Transit,0,,,,,6558.00,1.44,1.41,0.140,,4.25,,0.4310
CoRoT-30 b,Transit,0,0.084400,,3.45000,0.007000,5650.00,0.91,0.98,0.020,,4.40,3.000,
CoRoT-31 b,Transit,0,0.058600,,0.33000,0.020000,5700.00,2.15,1.25,0.000,,3.85,4.700,
CoRoT-4 b,Transit,0,0.090000,,0.52500,0.000000,6190.00,1.17,1.16,,,4.41,1.000,
CoRoT-4 b,Transit,0,0.091200,,0.58300,,6190.00,1.15,1.19,0.050,,4.40,0.800,1.1100
CoRoT-4 b,Transit,0,0.090250,,0.51700,0.140000,6190.00,1.17,1.16,0.050,,,1.000,
CoRoT-5 b,Transit,0,0.049470,,0.21700,0.090000,6100.00,1.19,1.00,-0.250,,4.19,6.900,
CoRoT-5 b,Transit,0,0.050040,,0.35400,,6100.00,1.05,1.02,-0.250,,4.41,3.900,1.2000
CoRoT-5 b,Transit,0,0.049500,,0.28800,,,1.11,0.99,,0.180,4.34,6.310,1.0100
CoRoT-5 b,Transit,0,0.049630,,0.22100,0.087000,6100.00,1.19,1.00,0.250,,,6.900,
CoRoT-6 b,Transit,0,0.085400,,2.30000,0.180000,6090.00,1.02,1.05,0.200,,,2.500,
CoRoT-6 b,Transit,0,0.085500,,2.32000,0.100000,6090.00,1.02,1.05,-0.200,,4.43,,
CoRoT-6 b,Transit,0,0.085500,,2.21000,,6090.00,1.04,1.05,-0.200,,4.42,2.500,1.3100
CoRoT-7 b,Transit,0,0.017200,,,,5275.00,0.87,0.93,0.030,,4.50,1.750,1.6000
CoRoT-7 b,Transit,0,0.017016,,7.50000,0.000000,5259.00,0.82,0.91,0.138,,4.57,1.320,2.3540
CoRoT-7 b,Transit,0,0.017000,,6.61000,0.120000,5256.00,0.86,0.90,0.060,-0.289,4.52,,1.9632
CoRoT-7 b,Transit,0,0.016900,,6.00000,,5250.00,0.96,0.88,0.120,,4.42,,1.4100
CoRoT-7 b,Transit,0,,,,0.000000,5275.00,0.83,0.82,0.050,,4.50,,2.0000
CoRoT-7 b,Transit,0,,,6.50000,,5313.00,0.84,0.88,0.030,,4.54,,2.1100
CoRoT-7 b,Transit,0,0.017000,,,0.000000,5256.00,0.86,0.90,0.060,-0.289,4.52,,1.9632
CoRoT-7 c,Radial Velocity,0,0.046000,,,0.000000,5256.00,0.86,0.90,0.060,-0.289,4.52,,1.9632
CoRoT-7 c,Radial Velocity,0,0.045000,,,0.120000,5256.00,0.86,0.90,0.060,-0.289,4.52,,1.9632
CoRoT-8 b,Transit,0,0.063600,,1.10000,,,0.80,0.89,,-0.400,4.58,1.700,2.4400
CoRoT-8 b,Transit,0,0.063390,,1.45000,0.190000,5080.00,0.77,0.88,0.300,,,3.000,
CoRoT-8 b,Transit,0,0.063300,,0.74000,,5080.00,0.90,0.88,0.310,,4.47,,1.7000
CoRoT-8 b,Transit,0,0.063000,,1.60000,0.000000,5080.00,0.77,0.88,0.300,,4.58,3.000,2.7000
CoRoT-9 b,Transit,0,0.402100,,0.86000,0.133000,5625.00,0.96,0.96,-0.010,,4.54,6.000,1.5100
CoRoT-9 b,Transit,0,0.402900,,0.91000,0.134000,5625.00,0.96,0.96,0.010,,,6.000,
CoRoT-9 b,Transit,0,0.402700,,0.92000,,5625.00,0.94,0.96,-0.010,,4.48,,1.6300
CoRoT-9 b,Transit,0,0.407000,,0.90000,0.110000,5625.00,0.94,0.99,-0.010,,4.54,,1.6800
CoRoTID 223977153 b,Transit,0,0.071000,,1.10000,,5970.00,0.79,1.08,0.000,-0.155,4.67,,
DE CVn b,Eclipse Timing Variations,0,5.750000,3813.96000,,0.000000,,,0.51,,,,,
DENIS-P J082303.1-491201 b,Astrometry,0,0.360000,,,0.345000,,,0.07,,,,1.000,
DH Tau b,Imaging,0,330.000000,,,,,0.27,0.33,,,,0.001,
DH Tau b,Imaging,0,,,,,4371.00,1.37,0.68,,-0.212,4.00,,0.3771
DMPP-1 b,Radial Velocity,0,0.146200,24.27000,,0.083000,6196.00,1.26,1.21,,,4.41,2.010,
DMPP-1 c,Radial Velocity,0,0.073300,9.60000,,0.057000,6196.00,1.26,1.21,,,4.41,2.010,
DMPP-1 d,Radial Velocity,0,0.042200,3.35000,,0.070000,6196.00,1.26,1.21,,,4.41,2.010,
DMPP-1 e,Radial Velocity,0,0.065100,4.13000,,0.070000,6196.00,1.26,1.21,,,4.41,2.010,
DMPP-2 b,Radial Velocity,0,0.066400,138.89171,,0.078000,6500.00,1.78,1.44,,0.104,4.10,2.000,
DMPP-3 A b,Radial Velocity,0,0.066200,2.58000,,0.000000,,,,,,,,
DMPP-3 A b,Radial Velocity,0,0.066200,2.58000,,0.140000,5138.00,0.91,0.87,0.180,,4.30,10.900,
DP Leo b,Eclipse Timing Variations,0,8.600000,,,,,,,,,,,
DP Leo b,Eclipse Timing Variations,0,8.190000,1922.79000,,0.390000,,,0.69,,,,,
DS Tuc A b,Transit,0,,,,,5542.00,0.87,0.96,-0.080,,4.60,0.040,2.0950
DS Tuc A b,Transit,0,,,,0.000000,5428.00,0.96,1.01,0.000,-0.140,,0.045,2.4000
DS Tuc A b,Transit,0,,,,,5414.00,0.95,,,,4.44,,
EPIC 201170410.02,Transit,0,0.034900,,,0.000000,3648.00,0.28,0.29,-0.048,,5.00,,
EPIC 201238110 b,Transit,0,,,,,,,0.41,,,,,
EPIC 201238110 b,Transit,0,,,,,,0.37,,,,,,
EPIC 201427007 b,Transit,0,,,,,5633.00,0.94,,-0.053,,4.40,,
EPIC 201497682 b,Transit,0,,,,,,,0.78,,,,,
EPIC 201595106 b,Transit,0,,,,,5711.17,0.99,1.02,0.018,-0.026,4.45,,1.4754
EPIC 201595106 b,Transit,0,,,,,5705.00,0.93,,-0.010,,4.48,,
EPIC 201595106 b,Transit,0,,,,,5820.00,0.93,,-0.010,,4.60,,
EPIC 201615463 c,Transit,0,,,,,,,1.07,,,,,
EPIC 201754305 d,Transit,0,,,,,,,0.67,,,,,
EPIC 201757695.02,Transit,0,0.029600,,,0.000000,4520.00,0.66,0.73,-0.003,-0.364,4.66,,
EPIC 201833600 c,Transit,0,,,,,,0.63,,,,,,
EPIC 201833600 c,Transit,0,,,,,,,0.61,,,,,
EPIC 201841433 b,Transit,0,,,,,,,0.80,,,,,
EPIC 201841433 b,Transit,0,0.035000,,,,5053.00,0.63,0.80,0.000,,4.59,,
EPIC 201841433 b,Transit,0,,,,,,0.63,,,,,,
EPIC 205950854 c,Transit,0,,,,,,0.90,,,,,,
EPIC 205950854 c,Transit,0,,,,,,,0.91,,,,,
EPIC 205950854 c,Transit,0,,,,,5502.70,0.83,0.88,,,,,
EPIC 206024342 b,Transit,0,,,,,,,0.93,,,,,
EPIC 206024342 b,Transit,0,,,,,,0.82,,,,,,
EPIC 206024342 c,Transit,0,,,,,5648.00,0.94,,,,,,
EPIC 206024342 c,Transit,0,,,,,5724.00,1.10,,-0.220,,4.50,,
EPIC 206024342 c,Transit,0,,,,,,0.82,,,,,,
EPIC 206024342 d,Transit,0,,,,,,0.82,,,,,,
EPIC 206024342 d,Transit,0,,,,,6438.00,1.50,,,,4.20,,
EPIC 206024342 d,Transit,0,,,,,5648.00,0.94,,,,,,
EPIC 206024342 d,Transit,0,,,,,5724.00,1.10,,-0.220,,4.50,,
EPIC 206032309 b,Transit,0,,,,,,,0.22,,,,,
EPIC 206042996 b,Transit,0,,,,,,0.67,,,,,,
EPIC 206042996 b,Transit,0,,,,,,,0.56,,,,,
EPIC 206042996 c,Transit,0,,,,,3893.00,0.57,,,,,,
EPIC 206042996 c,Transit,0,,,,,4114.00,0.50,,0.006,,4.80,,
EPIC 206215704 b,Transit,0,,,,,,,0.41,,,,,
EPIC 206215704 b,Transit,0,,,,,,0.37,,,,,,
EPIC 206317286 b,Transit,0,,,,,,0.67,,,,,,
EPIC 206317286 b,Transit,0,,,,,,,0.71,,,,,
EPIC 211822797 b,Transit,0,0.119500,,,,4057.00,0.58,0.62,0.200,,4.70,,
EPIC 211822797 b,Transit,0,,,,,,0.64,,,,,,
EPIC 211822797 b,Transit,0,,,,,3811.00,0.60,0.59,,-1.169,4.65,,3.8797
EPIC 211822797 b,Transit,0,0.131000,,,0.060000,4148.21,0.57,0.66,,,,,
EPIC 211822797 b,Transit,0,,,,,3811.00,0.60,0.59,,-1.169,4.65,,3.8797
EPIC 211822797 b,Transit,0,,,,0.180000,3880.00,0.59,0.61,0.140,-1.153,,0.790,4.2000
EPIC 211945201 b,Transit,0,,,,,,1.40,,,,,,
EPIC 211945201 b,Transit,0,,,,,,1.48,,,,,,
EPIC 211945201 b,Transit,0,,,,,6320.00,1.49,,,,4.22,,
EPIC 211945201 b,Transit,0,,,,,6128.00,1.36,1.16,,0.373,4.23,,0.6439
EPIC 211945201 b,Transit,0,,,,,6128.00,1.36,1.16,,0.373,4.23,,0.6439
EPIC 211945201 b,Transit,0,0.149300,,,,6069.00,1.39,1.17,0.100,,4.22,,2.2530
EPIC 211945201 b,Transit,0,0.148000,,0.65000,0.000000,6025.00,1.38,1.18,0.100,,4.25,3.990,0.6300
EPIC 211945201 b,Transit,0,,,,,6046.00,1.41,,0.050,,4.14,,
EPIC 212297394 b,Transit,0,,,,,5171.00,0.80,0.83,-0.030,,4.55,,
EPIC 212297394 b,Transit,0,,,,,,,0.83,,,,,
EPIC 212297394 b,Transit,0,,,,,,0.75,,,,,,
EPIC 212297394 c,Transit,0,,,,,5171.00,0.80,0.83,-0.030,,4.55,,
EPIC 212297394 c,Transit,0,,,,,,0.75,,,,,,
EPIC 212297394 c,Transit,0,,,,,5008.00,0.78,0.83,,-0.467,4.58,,2.5038
EPIC 212424622 b,Transit,0,,,,,,,1.11,,,,,
EPIC 212424622 b,Transit,0,,,,,,1.22,,,,,,
EPIC 212499991 b,Transit,0,,,,,,,0.91,,,,,
EPIC 212587672 b,Transit,0,,,,,6004.00,0.98,0.99,-0.180,,4.45,,
EPIC 212587672 b,Transit,0,,,,,,,0.95,,,,,
EPIC 212587672 b,Transit,0,,,,,,0.98,,,,,,
EPIC 212587672 c,Transit,0,,,,,6055.00,0.95,1.13,,0.038,4.54,,1.8589
EPIC 212587672 c,Transit,0,,,,,6055.00,0.95,1.13,,0.038,4.54,,1.8589
EPIC 212587672 c,Transit,0,,,,,5928.00,0.95,,-0.210,,4.49,,
EPIC 212587672 c,Transit,0,,,,,6004.00,0.98,0.99,-0.180,,4.45,,
EPIC 212587672 c,Transit,0,,,,,,0.95,,,,,,
EPIC 212587672 c,Transit,0,,,,,,0.98,,,,,,
EPIC 212624936 b,Transit,0,,,,,5765.00,0.93,,-0.390,,4.40,,
EPIC 212624936 c,Transit,0,,,,,,0.95,,,,,,
EPIC 212624936 c,Transit,0,,,,,5765.00,0.93,,-0.390,,4.40,,
EPIC 212737443 b,Transit,0,0.098000,,,0.200000,4684.00,0.67,0.69,-0.137,,4.62,,3.1900
EPIC 212737443 b,Transit,0,,,,,4581.00,0.67,0.72,,-0.751,4.65,,3.4085
EPIC 212737443 b,Transit,0,,,,,4581.00,0.67,0.72,,-0.751,4.65,,3.4085
EPIC 212737443 c,Transit,0,0.280000,,,0.200000,4684.00,0.67,0.69,-0.137,,4.62,,3.1900
EPIC 220492298 b,Transit,0,,,,,5620.00,0.89,,0.280,,4.50,,
EPIC 220554210 c,Transit,0,,,,,,1.01,,,,,,
EPIC 220554210 c,Transit,0,,,,,,,0.94,,,,,
EPIC 220674823 b,Transit,0,,,,,,1.02,,,,,,
EPIC 220674823 b,Transit,0,,,8.50000,,5496.00,0.98,0.90,0.060,,4.42,,1.3500
EPIC 220674823 b,Transit,0,0.011600,,13.10000,0.000000,5470.00,0.87,0.94,-0.025,,4.53,,
EPIC 220674823 b,Transit,0,,,,,5590.00,0.91,0.97,0.080,,4.54,,
EPIC 220674823 b,Transit,0,0.013400,,,,5617.00,0.98,0.97,0.130,,4.45,,
EPIC 220674823 b,Transit,0,,,,0.000000,5590.00,0.83,0.93,0.025,-0.119,4.56,5.000,
EPIC 220674823 b,Transit,0,0.013120,,8.57000,,5496.00,0.95,0.92,0.060,,4.42,,
EPIC 220674823 b,Transit,0,,,,,,0.97,,,,,,
EPIC 220674823 c,Transit,0,,,,0.000000,5590.00,0.83,0.93,0.025,-0.119,4.56,5.000,
EPIC 220674823 c,Transit,0,,,,,5590.00,0.91,0.97,0.080,,4.54,,
EPIC 220674823 c,Transit,0,0.109100,,,,5617.00,0.98,0.97,0.130,,4.45,,
EPIC 220674823 c,Transit,0,,,,,,0.97,,,,,,
EPIC 220674823 c,Transit,0,0.107100,,1.30000,,5496.00,0.95,0.92,0.060,,4.42,,
EPIC 220674823 c,Transit,0,,,,,,1.02,,,,,,
EPIC 220674823 c,Transit,0,0.105000,,2.00000,0.180000,5470.00,0.87,0.94,-0.025,,4.53,,
EPIC 228836835 b,Transit,0,,,,,3506.00,0.42,0.42,,-1.612,4.80,,7.7399
EPIC 228836835 b,Transit,0,,,,,3782.00,0.32,,-0.180,,5.00,,
EPIC 246851721 b,Transit,0,0.072290,953.49000,3.10000,,6202.00,1.59,1.32,0.141,0.526,4.16,3.020,0.4650
EPIC 248847494 b,Transit,0,4.500000,,,0.000000,4898.00,2.70,0.90,-0.230,,3.52,,0.0640
EPIC 249893012 b,Transit,0,0.047000,,6.39000,0.060000,5430.00,1.71,1.05,0.200,,3.99,9.000,0.2980
EPIC 249893012 c,Transit,0,0.130000,,1.62000,0.070000,5430.00,1.71,1.05,0.200,,3.99,9.000,0.2980
EPIC 249893012 d,Transit,0,0.220000,,0.91000,0.150000,5430.00,1.71,1.05,0.200,,3.99,9.000,0.2980
FU Tau b,Imaging,0,800.000000,,,,2838.00,,0.05,,-0.699,,0.001,
G 264-012 b,Radial Velocity,0,0.022790,2.50000,,,3326.00,0.30,0.30,0.100,-1.972,4.85,,
G 264-012 c,Radial Velocity,0,0.052500,3.75000,,,3326.00,0.30,0.30,0.100,-1.972,4.85,,
G 9-40 b,Transit,0,,,,,3390.00,0.31,,,,4.94,,
G 9-40 b,Transit,0,0.038500,,,0.000000,3348.00,0.31,0.29,0.040,-1.971,4.93,9.900,14.1100
GJ 1061 b,Radial Velocity,0,0.021000,1.37000,,0.310000,2953.00,0.16,0.12,-0.080,-2.770,,7.000,
GJ 1061 c,Radial Velocity,0,0.035000,1.74000,,0.290000,2953.00,0.16,0.12,-0.080,-2.770,,7.000,
GJ 1061 d,Radial Velocity,0,0.054000,1.64000,,0.530000,2953.00,0.16,0.12,-0.080,-2.770,,7.000,
GJ 1132 b,Transit,0,0.015300,1.66000,6.30000,0.220000,3270.00,0.21,0.18,,-2.359,,,
GJ 1132 b,Transit,0,0.015330,,3.10000,,,0.26,0.18,,,4.88,,15.4000
GJ 1132 b,Transit,0,,,,,,,,,,,,
GJ 1132 b,Transit,0,,,6.00000,0.000000,3270.00,0.21,0.18,-0.120,-2.359,,5.000,29.6000
GJ 1132 c,Radial Velocity,0,0.047600,2.64000,,0.270000,3270.00,0.21,0.18,,-2.359,,,
GJ 1148 b,Radial Velocity,0,0.163506,94.70940,,0.314000,3287.00,0.36,0.34,,-1.869,4.87,,10.5255
GJ 1148 b,Radial Velocity,0,0.168600,107.74383,,0.366000,3357.57,0.37,0.37,0.160,,4.88,,
GJ 1148 b,Radial Velocity,0,0.166000,96.70000,,0.380000,3287.00,0.36,0.34,,-1.869,4.87,,10.5255
GJ 1148 c,Radial Velocity,0,0.912000,68.06000,,0.342000,3287.00,0.36,0.34,,-1.869,4.87,,10.5255
GJ 1148 c,Radial Velocity,0,0.930200,82.63539,,0.270000,3357.57,0.37,0.37,0.160,,4.88,,
GJ 1151 b,Radial Velocity,0,0.017350,2.50000,,0.000000,,,,,,,,
GJ 1214 b,Transit,0,,,,,,0.21,0.16,,,,3.000,25.2000
GJ 1214 b,Transit,0,,,,0.000000,3074.00,0.21,0.18,,-2.431,5.04,,26.2020
GJ 1214 b,Transit,0,,,1.68000,,2949.00,0.21,0.15,,-2.553,4.94,,23.2900
GJ 1214 b,Transit,0,,,3.03000,,,0.21,0.16,,,4.99,,24.1000
GJ 1214 b,Transit,0,,,,,3250.00,0.22,0.18,0.100,-2.312,4.99,,22.8900
GJ 1214 b,Transit,0,0.014110,,1.49000,,3026.00,0.22,0.15,0.390,,4.94,,
GJ 1214 b,Transit,0,,,,,3000.00,,,,,5.00,,
GJ 1214 b,Transit,0,,,1.89000,,3170.00,0.18,0.16,0.000,,5.12,,38.4000
GJ 1214 b,Transit,0,,,1.87000,0.140000,3026.00,0.21,0.16,,-2.484,4.99,,23.9000
GJ 1214 b,Transit,0,0.014900,,2.20000,0.063000,3250.00,0.21,0.18,0.290,-2.337,5.03,,25.4000
GJ 1214 b,Transit,0,,,,,3026.00,0.20,,0.000,,5.00,,
GJ 1214 b,Transit,0,,,,,3026.00,0.21,,0.000,,5.00,,
GJ 1214 b,Transit,0,,,,0.000000,3074.00,0.21,0.18,,-2.431,5.04,,26.2020
GJ 1214 b,Transit,0,,,,,,0.20,,,,,,
GJ 1214 b,Transit,0,,,,,3074.00,0.21,0.18,,-2.431,5.04,,26.2020
GJ 1252 b,Transit,0,0.009160,,,0.000000,3458.00,0.39,0.38,0.100,-1.708,,,
GJ 1252 b,Transit,0,,,,,3325.00,0.38,,,,4.89,,
GJ 1265 b,Radial Velocity,0,0.026000,7.40000,,0.040000,3236.00,0.19,0.18,-0.040,-2.439,5.09,,
GJ 143 b,Transit,0,,,,,4628.53,0.71,,,,4.32,,
GJ 143 b,Transit,0,0.193200,,,0.325000,,0.73,0.76,,-0.706,,,
GJ 143 b,Transit,0,0.191500,,7.00000,0.188000,4640.00,0.69,0.73,0.003,-0.686,4.61,3.800,3.0300
GJ 15 A b,Radial Velocity,1,0.072000,3.03000,,0.094000,3607.00,0.38,0.38,-0.340,-1.655,4.87,,
GJ 15 A b,Radial Velocity,1,0.071700,5.35000,,0.000000,3567.00,0.39,0.38,-0.320,-1.663,4.90,,
GJ 15 A b,Radial Velocity,1,0.073200,5.43487,,0.075000,3742.67,0.38,0.40,-0.391,,4.89,,
GJ 15 A c,Radial Velocity,0,5.400000,36.00000,,0.270000,3607.00,0.38,0.38,-0.340,-1.655,4.87,,
GJ 160.2 b,Radial Velocity,0,0.053000,10.20000,,0.060000,4347.00,,0.69,,-0.796,,,
GJ 163 b,Radial Velocity,0,0.060700,10.60000,,0.073000,,,,,,,,
GJ 163 c,Radial Velocity,0,0.125400,6.80000,,0.099000,,,,,,,,
GJ 163 d,Radial Velocity,0,1.030400,29.40000,,0.373000,,,,,,,,
GJ 179 b,Radial Velocity,0,2.410000,260.61000,,0.210000,3370.00,0.38,0.36,0.300,-1.796,4.83,,
GJ 179 b,Radial Velocity,0,2.523000,239.00696,,0.169000,3411.78,0.38,0.39,0.183,,4.87,,
GJ 180 b,Radial Velocity,0,0.103000,8.30000,,0.110000,3371.00,,0.43,,-1.886,,,
GJ 180 b,Radial Velocity,0,0.092000,6.49000,,0.070000,,,0.43,,,,,
GJ 180 c,Radial Velocity,0,0.129000,6.40000,,0.090000,3371.00,,0.43,,-1.886,,,
GJ 180 d,Radial Velocity,0,0.309000,7.56000,,0.140000,,,0.43,,,,,
GJ 2056 b,Radial Velocity,0,0.283000,16.20000,,0.720000,,,0.62,,,,,
GJ 229 A c,Radial Velocity,0,0.339000,7.26800,,0.190000,,,0.58,,,,,
GJ 229 b,Radial Velocity,0,0.898000,8.47800,,0.100000,,,0.58,,,,,
GJ 229 b,Radial Velocity,0,0.970000,32.00000,,0.100000,3564.00,,0.58,,-1.553,,,
GJ 251 b,Radial Velocity,0,0.081800,4.00000,,0.100000,3451.00,0.36,0.36,-0.030,-1.772,4.96,,
GJ 27.1 b,Radial Velocity,0,0.101000,13.00000,,0.080000,3542.00,,0.53,,-1.585,,,
GJ 273 b,Radial Velocity,0,0.091101,2.89000,,0.100000,3382.00,0.29,0.29,0.090,-2.056,,,
GJ 273 c,Radial Velocity,0,0.036467,1.18000,,0.170000,3382.00,0.29,0.29,0.090,-2.056,,,
GJ 3021 b,Radial Velocity,0,0.490000,1071.04000,,0.511000,5540.00,0.90,0.90,0.100,-0.180,4.70,,
GJ 3082 b,Radial Velocity,0,0.079000,8.20000,,0.220000,,,0.47,,,,,
GJ 3138 b,Radial Velocity,0,0.019700,1.78000,,0.190000,3717.00,0.50,0.68,-0.300,-1.347,,,
GJ 3138 c,Radial Velocity,0,0.057000,4.18000,,0.110000,3717.00,0.50,0.68,-0.300,-1.347,,,
GJ 3138 d,Radial Velocity,0,0.698000,10.50000,,0.320000,3717.00,0.50,0.68,-0.300,-1.347,,,
GJ 317 b,Radial Velocity,0,1.151000,557.10000,,0.070000,,,0.42,,,,,
GJ 317 b,Radial Velocity,0,1.150000,572.07000,,0.110000,3510.00,,0.42,0.360,,,5.000,
GJ 317 b,Radial Velocity,0,1.180000,588.93604,,0.098000,3492.73,0.43,0.45,0.301,,4.82,,
GJ 317 b,Radial Velocity,0,0.950000,381.40000,,0.193000,,,0.26,-0.230,,,,
GJ 317 c,Radial Velocity,0,5.780000,531.72692,,0.250000,3492.73,0.43,0.45,0.301,,4.82,,
GJ 317 c,Radial Velocity,0,,489.45820,,0.308000,,,0.24,,,,,
GJ 317 c,Radial Velocity,0,5.230000,522.50000,,0.170000,,,0.42,,,,,
GJ 317 c,Radial Velocity,0,25.000000,635.66000,,0.810000,3510.00,,0.42,0.360,,,5.000,
GJ 328 b,Radial Velocity,0,4.500000,731.00000,,0.370000,3900.00,,0.69,0.000,,,,
GJ 3293 b,Radial Velocity,0,0.143390,23.54000,,0.060000,3466.00,0.40,0.42,0.020,-1.658,,,
GJ 3293 b,Radial Velocity,0,0.143400,25.72000,,0.070000,3466.00,0.40,0.42,0.020,-1.658,,,
GJ 3293 c,Radial Velocity,0,0.361750,21.09000,,0.110000,3466.00,0.40,0.42,0.020,-1.658,,,
GJ 3293 c,Radial Velocity,0,0.364000,25.72000,,0.330000,3466.00,0.40,0.42,0.020,-1.658,,,
GJ 3293 d,Radial Velocity,0,0.193940,7.60000,,0.120000,3466.00,0.40,0.42,0.020,-1.658,,,
GJ 3293 e,Radial Velocity,0,0.082080,3.28000,,0.210000,3466.00,0.40,0.42,0.020,-1.658,,,
GJ 3323 b,Radial Velocity,0,0.032820,2.02000,,0.230000,3159.00,0.12,0.16,-0.270,-2.569,,,
GJ 3323 c,Radial Velocity,0,0.126400,2.31000,,0.170000,3159.00,0.12,0.16,-0.270,-2.569,,,
GJ 3341 b,Radial Velocity,0,0.089000,6.60000,,0.310000,3526.00,0.44,0.47,-0.090,-1.538,,,
GJ 338 B b,Radial Velocity,0,0.141000,10.27000,,0.110000,4005.00,0.58,0.64,-0.030,-1.101,4.68,4.000,
GJ 3470 b,Radial Velocity,0,0.035960,,0.94000,,,0.53,0.56,,,4.74,,5.4000
GJ 3470 b,Radial Velocity,0,0.035570,,0.72000,,3600.00,0.57,0.54,0.200,,4.66,,4.1000
GJ 3470 b,Radial Velocity,0,,,,,3552.00,0.50,0.50,,-1.446,4.74,,5.6242
GJ 3470 b,Radial Velocity,0,0.035500,,0.80000,,3600.00,0.55,0.54,0.200,,4.70,,3.3000
GJ 3470 b,Radial Velocity,0,,,,,3552.00,0.50,0.50,,-1.446,4.74,,5.6242
GJ 3470 b,Radial Velocity,0,,,,,3552.00,0.50,0.50,,-1.446,4.74,,5.6242
GJ 3470 b,Radial Velocity,0,0.031000,,1.18000,0.017000,3652.00,0.48,0.51,0.180,,4.78,2.500,6.5100
GJ 3470 b,Radial Velocity,0,0.034800,,1.07000,0.051000,3600.00,0.50,0.54,,-1.538,,1.650,
GJ 3470 b,Radial Velocity,0,,,0.93000,0.114000,3652.00,0.48,0.51,0.200,-1.538,4.66,1.650,
GJ 3473 b,Transit,0,0.015890,,5.03000,0.000000,3347.00,0.36,0.36,0.110,-1.824,4.81,,10.9300
GJ 3473 b,Transit,0,,,,,3332.00,0.35,,,,4.92,,
GJ 3473 c,Radial Velocity,0,0.087600,7.41000,,0.000000,3347.00,0.36,0.36,0.110,-1.824,4.81,,10.9300
GJ 3512 b,Radial Velocity,0,0.338000,147.15529,,0.435600,3081.00,0.14,0.12,-0.070,-2.804,,5.500,
GJ 357 b,Transit,0,,,,,3505.00,0.36,,,,4.91,,
GJ 357 b,Transit,0,0.035000,,5.60000,,3505.00,0.34,0.34,-0.120,-1.798,4.94,,13.6000
GJ 357 c,Radial Velocity,0,0.061000,3.40000,,,3505.00,0.34,0.34,-0.120,-1.798,4.94,,13.6000
GJ 357 d,Radial Velocity,0,0.204000,6.10000,,,3505.00,0.34,0.34,-0.120,-1.798,4.94,,13.6000
GJ 3634 b,Radial Velocity,0,0.028700,7.00000,,0.080000,,0.43,0.45,,-1.699,,5.000,
GJ 367 b,Transit,0,0.007100,,8.10600,0.000000,3522.00,0.46,0.45,-0.010,-1.541,4.78,,6.7108
GJ 367 b,Transit,0,,,,,3518.00,0.46,,,,4.82,,
GJ 3779 b,Radial Velocity,0,0.026000,8.00000,,0.070000,3324.00,0.28,0.27,0.000,-2.062,5.05,,
GJ 393 b,Radial Velocity,0,0.054020,1.71000,,,3579.00,0.43,0.43,-0.090,-1.571,4.88,,
GJ 3942 b,Radial Velocity,0,0.060800,7.14000,,0.121000,3867.00,0.61,0.63,-0.040,-1.120,4.65,,
GJ 3998 b,Radial Velocity,0,0.029000,2.47000,,0.000000,3722.00,0.49,0.50,-0.160,-1.387,4.77,,
GJ 3998 c,Radial Velocity,0,0.089000,6.26000,,0.049000,3722.00,0.49,0.50,-0.160,-1.387,4.77,,
GJ 411 b,Radial Velocity,0,0.078900,2.69000,,0.120000,3601.00,0.39,0.39,-0.090,-1.710,4.87,,
GJ 411 b,Radial Velocity,0,0.078920,2.80325,,0.095000,3719.95,0.37,0.39,-0.361,,4.90,,
GJ 411 b,Radial Velocity,0,0.078500,2.99000,,0.220000,3563.00,0.39,0.39,-0.380,-1.658,,,
