rowid,plntname,centralwavelng,bandwidth,especlipdep,especlipdeperr1,especlipdeperr2,especlipdeplim,espbritemp,espbritemperr1,espbritemperr2,espbritemplim,plntreflink,facility,instrument
93,CoRoT-2 b,2.1500,,0.160000,0.090000,-0.090000,0,1890,260,-350,0,<a refstr=ALONSO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010AJ....139.1481A/abstract target=ref>Alonso et al. 2010</a>,Isaac Newton Group (ING) 4.2m William Herschel Telescope (WHT) at Observatorio del Roque de los Muchachos,LIRIS
94,CoRoT-2 b,3.6000,,0.355000,0.020000,-0.020000,0,,,,,<a refstr=DEMING_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...95D/abstract target=ref>Deming et al. 2011</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
95,CoRoT-2 b,4.5000,,0.500000,0.020000,-0.020000,0,,,,,<a refstr=DEMING_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...95D/abstract target=ref>Deming et al. 2011</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
96,CoRoT-2 b,8.0000,,0.510000,0.059000,-0.059000,0,,,,,<a refstr=DEMING_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...95D/abstract target=ref>Deming et al. 2011</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
97,GJ 436 b,3.6000,,0.041000,0.003000,-0.003000,0,1120,20,-20,0,<a refstr=STEVENSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010Natur.464.1161S/abstract target=ref>Stevenson et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
98,GJ 436 b,5.8000,,0.033000,0.014000,-0.014000,0,720,110,-110,0,<a refstr=STEVENSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010Natur.464.1161S/abstract target=ref>Stevenson et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
99,GJ 436 b,8.0000,,0.054000,0.008000,-0.008000,0,740,40,-40,0,<a refstr=STEVENSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010Natur.464.1161S/abstract target=ref>Stevenson et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
100,GJ 436 b,16.0000,,0.140000,0.027000,-0.027000,0,980,130,-130,0,<a refstr=STEVENSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010Natur.464.1161S/abstract target=ref>Stevenson et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
101,GJ 436 b,24.0000,,0.175000,0.041000,-0.041000,0,960,170,-170,0,<a refstr=STEVENSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010Natur.464.1161S/abstract target=ref>Stevenson et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
102,HAT-P-19 b,3.6000,,0.062000,0.014000,-0.014000,0,1090,61,-69,0,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
103,HAT-P-19 b,4.5000,,0.062000,0.016000,-0.016000,0,914,62,-71,0,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
104,HAT-P-1 b,3.6000,,0.080000,0.008000,-0.008000,0,,,,,<a refstr=TODOROV_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708..498T/abstract target=ref>Todorov et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
105,HAT-P-1 b,4.5000,,0.135000,0.022000,-0.022000,0,,,,,<a refstr=TODOROV_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708..498T/abstract target=ref>Todorov et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
106,HAT-P-1 b,5.8000,,0.203000,0.031000,-0.031000,0,,,,,<a refstr=TODOROV_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708..498T/abstract target=ref>Todorov et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
107,HAT-P-1 b,8.0000,,0.238000,0.040000,-0.040000,0,,,,,<a refstr=TODOROV_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708..498T/abstract target=ref>Todorov et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
108,HAT-P-1 b,2.2000,,0.109000,0.025000,-0.025000,0,,,,,<a refstr=DE_MOOIJ_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...528A..49D/abstract target=ref>de Mooij et al. 2011</a>,Isaac Newton Group (ING) 4.2m William Herschel Telescope (WHT) at Observatorio del Roque de los Muchachos,LIRIS
109,HAT-P-3 b,3.6000,0.7500,0.112000,0.015000,-0.030000,0,1575,75,-162,0,<a refstr=TODOROV_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770..102T/abstract target=ref>Todorov et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
110,HAT-P-3 b,4.5000,1.0150,0.094000,0.016000,-0.009000,0,1268,77,-45,0,<a refstr=TODOROV_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770..102T/abstract target=ref>Todorov et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
111,HAT-P-4 b,3.6000,0.7500,0.142000,0.014000,-0.016000,0,2194,98,-116,0,<a refstr=TODOROV_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770..102T/abstract target=ref>Todorov et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
112,HAT-P-4 b,4.5000,1.0150,0.122000,0.012000,-0.014000,0,1819,83,-100,0,<a refstr=TODOROV_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770..102T/abstract target=ref>Todorov et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
113,HAT-P-6 b,3.6000,,0.117000,0.008000,-0.008000,0,1934,91,-91,0,<a refstr=TODOROV_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..111T/abstract target=ref> Todorov et al. 2012 </a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
114,HAT-P-6 b,4.5000,,0.106000,0.006000,-0.006000,0,1657,41,-41,0,<a refstr=TODOROV_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..111T/abstract target=ref> Todorov et al. 2012 </a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
115,HAT-P-7 b,3.6000,,0.098000,0.017000,-0.017000,0,2250,180,-180,0,<a refstr=CHRISTIANSEN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...710...97C/abstract target=ref>Christiansen et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
116,HAT-P-7 b,4.5000,,0.159000,0.022000,-0.022000,0,2600,210,-210,0,<a refstr=CHRISTIANSEN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...710...97C/abstract target=ref>Christiansen et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
117,HAT-P-7 b,5.8000,,0.245000,0.031000,-0.031000,0,3190,280,-280,0,<a refstr=CHRISTIANSEN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...710...97C/abstract target=ref>Christiansen et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
118,HAT-P-7 b,8.0000,,0.262000,0.027000,-0.027000,0,3100,240,-240,0,<a refstr=CHRISTIANSEN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...710...97C/abstract target=ref>Christiansen et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
119,HAT-P-8 b,3.6000,,0.131000,0.007000,-0.010000,0,1923,56,-56,0,<a refstr=TODOROV_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..111T/abstract target=ref> Todorov et al. 2012 </a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
120,HAT-P-8 b,4.5000,,0.111000,0.008000,-0.007000,0,1588,48,-48,0,<a refstr=TODOROV_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..111T/abstract target=ref> Todorov et al. 2012 </a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
121,HD 149026 b,8.0000,,0.084000,0.009000,0.012000,0,2300,200,-200,0,<a refstr=HARRINGTON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007Natur.447..691H/abstract target=ref>Harrington et al. 2007</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
122,HD 149026 b,3.6000,,0.040000,0.003000,-0.003000,0,,,,,<a refstr=STEVENSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754..136S/abstract target=ref>Stevenson et al. 2012</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
123,HD 149026 b,4.5000,,0.034000,0.006000,-0.006000,0,,,,,<a refstr=STEVENSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754..136S/abstract target=ref>Stevenson et al. 2012</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
124,HD 149026 b,5.8000,,0.044000,0.010000,-0.010000,0,,,,,<a refstr=STEVENSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754..136S/abstract target=ref>Stevenson et al. 2012</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
125,HD 149026 b,8.0000,,0.052000,0.006000,-0.006000,0,,,,,<a refstr=STEVENSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754..136S/abstract target=ref>Stevenson et al. 2012</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
126,HD 149026 b,16.0000,,0.085000,0.032000,-0.032000,0,,,,,<a refstr=STEVENSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754..136S/abstract target=ref>Stevenson et al. 2012</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
127,HD 189733 b,16.0000,,0.551000,0.030000,-0.030000,0,1117,42,-42,0,<a refstr=DEMING_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...644..560D/abstract target=ref>Deming et al. 2006</a>,Spitzer Space Telescope satellite,Infrared Spectrograph (IRS)
128,HD 189733 b,3.6000,,0.256000,0.014000,-0.014000,0,,,,,<a refstr=CHARBONNEAU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...686.1341C/abstract target=ref>Charbonneau et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
129,HD 189733 b,4.5000,,0.214000,0.020000,-0.020000,0,,,,,<a refstr=CHARBONNEAU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...686.1341C/abstract target=ref>Charbonneau et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
130,HD 189733 b,5.8000,,0.310000,0.034000,-0.034000,0,,,,,<a refstr=CHARBONNEAU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...686.1341C/abstract target=ref>Charbonneau et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
131,HD 189733 b,8.0000,,0.391000,0.022000,-0.022000,0,,,,,<a refstr=CHARBONNEAU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...686.1341C/abstract target=ref>Charbonneau et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
132,HD 189733 b,24.0000,,0.598000,0.038000,-0.038000,0,,,,,<a refstr=CHARBONNEAU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...686.1341C/abstract target=ref>Charbonneau et al. 2008</a>,Spitzer Space Telescope satellite,Multiband Imaging Photometer (MIPS)
133,HD 189733 b,16.0000,,0.519000,0.020000,-0.020000,0,,,,,<a refstr=CHARBONNEAU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...686.1341C/abstract target=ref>Charbonneau et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Spectrograph (IRS)
134,HD 189733 b,8.0000,,0.338000,0.006000,-0.006000,0,,,,,<a refstr=KNUTSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690..822K/abstract target=ref>Knutson et al. 2009</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
135,HD 189733 b,24.0000,,0.536000,0.027000,-0.027000,0,,,,,<a refstr=KNUTSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690..822K/abstract target=ref>Knutson et al. 2009</a>,Spitzer Space Telescope satellite,Multiband Imaging Photometer (MIPS)
136,HD 189733 b,2.4460,,0.049100,0.009000,-0.009000,0,,,,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
137,HD 189733 b,2.3890,,0.063300,0.009000,-0.009000,0,,,,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
138,HD 189733 b,2.3320,,0.059200,0.008000,-0.008000,0,,,,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
139,HD 189733 b,2.2740,,0.086000,0.008000,-0.008000,0,,,,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
140,HD 189733 b,2.2160,,0.071400,0.008000,-0.008000,0,,,,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
141,HD 189733 b,2.1590,,0.045200,0.007000,-0.007000,0,,,,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
142,HD 189733 b,2.1010,,0.025000,0.007000,-0.007000,0,,,,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
143,HD 189733 b,2.0440,,0.012200,0.006000,-0.006000,0,,,,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
144,HD 189733 b,1.9860,,0.003000,0.007000,-0.007000,0,,,,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
145,HD 189733 b,1.9290,,0.012800,0.007000,-0.007000,0,,,,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
146,HD 189733 b,1.8690,,0.038900,0.006000,-0.006000,0,,,,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
147,HD 189733 b,1.8140,,0.033100,0.006000,-0.006000,0,,,,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
148,HD 189733 b,1.7550,,0.053200,0.006000,-0.006000,0,,,,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
149,HD 189733 b,1.6980,,0.045200,0.007000,-0.007000,0,,,,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
150,HD 189733 b,1.6400,,0.017700,0.007000,-0.007000,0,,,,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
151,HD 189733 b,1.5840,,0.002100,0.006000,-0.006000,0,,,,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
152,HD 189733 b,1.5250,,-0.019000,0.007000,-0.007000,0,,,,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
153,HD 189733 b,1.4760,,-0.008900,0.008000,-0.008000,0,,,,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
154,HD 209458 b,3.6000,,0.106000,0.007000,-0.008000,0,1515,34,-37,0,<a refstr=EVANS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.451..680E/abstract target=ref>Evans et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
155,HD 209458 b,4.5000,,0.133000,0.011000,-0.011000,0,1426,47,-48,0,<a refstr=EVANS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.451..680E/abstract target=ref>Evans et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
156,HD 209458 b,5.8000,,0.142000,0.059000,-0.058000,0,1297,225,-220,0,<a refstr=EVANS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.451..680E/abstract target=ref>Evans et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
157,HD 209458 b,8.0000,,0.215000,0.012000,-0.012000,0,1397,41,-43,0,<a refstr=EVANS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.451..680E/abstract target=ref>Evans et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
158,HD 209458 b,3.6000,,0.094000,0.009000,-0.009000,0,,,,,<a refstr=KNUTSON_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...673..526K/abstract target=ref>Knutson et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
159,HD 209458 b,4.5000,,0.213000,0.015000,-0.015000,0,,,,,<a refstr=KNUTSON_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...673..526K/abstract target=ref>Knutson et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
160,HD 209458 b,5.8000,,0.301000,0.043000,-0.043000,0,,,,,<a refstr=KNUTSON_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...673..526K/abstract target=ref>Knutson et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
161,HD 209458 b,8.0000,,0.240000,0.026000,-0.026000,0,,,,,<a refstr=KNUTSON_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...673..526K/abstract target=ref>Knutson et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
162,HD 209458 b,24.0000,,0.338000,0.026000,-0.026000,0,1320,80,-80,0,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...752...81C/abstract target=ref>Crossfield et al. 2012</a>,Spitzer Space Telescope satellite,Multiband Imaging Photometer (MIPS)
163,HD 209458 b,4.5000,,0.139100,0.007200,-0.006900,0,1499,15,-15,0,<a refstr=ZELLEM_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...790...53Z/abstract target=ref>Zellem et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
164,HD 209458 b,3.6000,,0.119000,0.007000,-0.007000,0,,,,,<a refstr=DIAMOND_LOWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...796...66D/abstract target=ref>Diamond-Lowe et al. 2014</a>,Spitzer Space Telescope,Infrared Array Camera (IRAC)
165,HD 209458 b,4.5000,,0.123000,0.006000,-0.006000,0,,,,,<a refstr=DIAMOND_LOWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...796...66D/abstract target=ref>Diamond-Lowe et al. 2014</a>,Spitzer Space Telescope,Infrared Array Camera (IRAC)
166,HD 209458 b,5.8000,,0.134000,0.035000,-0.035000,0,,,,,<a refstr=DIAMOND_LOWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...796...66D/abstract target=ref>Diamond-Lowe et al. 2014</a>,Spitzer Space Telescope,Infrared Array Camera (IRAC)
167,HD 209458 b,8.0000,,0.215000,0.008000,-0.008000,0,,,,,<a refstr=DIAMOND_LOWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...796...66D/abstract target=ref>Diamond-Lowe et al. 2014</a>,Spitzer Space Telescope,Infrared Array Camera (IRAC)
168,HD 209458 b,1.1510,0.0530,0.004300,0.001600,-0.001600,0,,,,,<a refstr=LINE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..203L/abstract target=ref>Line et al. 2016</a>,Hubble Space Telescope satellite,Wide Field Camera 3
169,HD 209458 b,1.2040,0.0520,0.009700,0.001500,-0.001500,0,,,,,<a refstr=LINE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..203L/abstract target=ref>Line et al. 2016</a>,Hubble Space Telescope satellite,Wide Field Camera 3
170,HD 209458 b,1.2560,0.0520,0.011500,0.001500,-0.001500,0,,,,,<a refstr=LINE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..203L/abstract target=ref>Line et al. 2016</a>,Hubble Space Telescope satellite,Wide Field Camera 3
171,HD 209458 b,1.3080,0.0530,0.010900,0.001500,-0.001500,0,,,,,<a refstr=LINE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..203L/abstract target=ref>Line et al. 2016</a>,Hubble Space Telescope satellite,Wide Field Camera 3
172,HD 209458 b,1.3610,0.0530,0.008000,0.001500,-0.001500,0,,,,,<a refstr=LINE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..203L/abstract target=ref>Line et al. 2016</a>,Hubble Space Telescope satellite,Wide Field Camera 3
173,HD 209458 b,1.4140,0.0520,0.004300,0.001500,-0.001500,0,,,,,<a refstr=LINE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..203L/abstract target=ref>Line et al. 2016</a>,Hubble Space Telescope satellite,Wide Field Camera 3
174,HD 209458 b,1.4660,0.0520,0.008600,0.001500,-0.001500,0,,,,,<a refstr=LINE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..203L/abstract target=ref>Line et al. 2016</a>,Hubble Space Telescope satellite,Wide Field Camera 3
175,HD 209458 b,1.5180,0.0530,0.010700,0.001700,-0.001700,0,,,,,<a refstr=LINE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..203L/abstract target=ref>Line et al. 2016</a>,Hubble Space Telescope satellite,Wide Field Camera 3
176,HD 209458 b,1.5710,0.0530,0.016700,0.001700,-0.001700,0,,,,,<a refstr=LINE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..203L/abstract target=ref>Line et al. 2016</a>,Hubble Space Telescope satellite,Wide Field Camera 3
177,HD 209458 b,1.6240,0.0520,0.017000,0.001800,-0.001800,0,,,,,<a refstr=LINE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..203L/abstract target=ref>Line et al. 2016</a>,Hubble Space Telescope satellite,Wide Field Camera 3
178,KELT-1 b,0.9050,,0.049000,0.023000,-0.023000,0,,,,,<a refstr=BEATTY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783..112B/abstract target=ref>Beatty et al. 2014</a>,University of Louisville 0.6m (24inch) Telescope at Moore Observatory,Apogee CCD
179,KELT-1 b,3.6000,,0.195000,0.010000,-0.010000,0,,,,,<a refstr=BEATTY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783..112B/abstract target=ref>Beatty et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
180,KELT-1 b,4.5000,,0.200000,0.012000,-0.012000,0,,,,,<a refstr=BEATTY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783..112B/abstract target=ref>Beatty et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
181,KELT-1 b,2.1900,,0.160000,0.018000,0.020000,0,,,,,<a refstr=CROLL_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...28C/abstract target=ref>Croll et al. 2015</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,WIRCam
182,Kepler-5 b,3.6000,,0.103000,0.017000,-0.017000,0,1900,110,-110,0,<a refstr=D_EACUTE_SERT_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...11D/abstract target=ref>D&eacute;sert et al. 2011</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
